startup_id,mentor_id,FIT2,FIT2_confidence,FIT2_explicability,FIT2_evidence_quotes,FIT2_objective_alignment,FIT2_missing_info_flags
startup_010,MENTOR_017,0.28,0.7,"The mentor's expertise in ESG, sustainability strategy, and corporate innovation provides limited direct help for Co-reactive's immediate needs: demo plant construction, securing off-take agreements with construction chemical customers, and recruiting technical staff (materials scientist, process engineer, CFO). While the mentor may offer general strategic guidance on positioning a climate tech venture, there is no evidence of operational expertise in industrial plant execution, B2B sales in construction materials, or technical hiring in cement/materials science.","[{'from': 'startup', 'quote': 'Begin the construction of the demo plant on January 12 and complete delivery of all components to the Düsseldorf site by January 31'}, {'from': 'mentor', 'quote': 'Global ESG leader; CSRD & ESRS expert; AI-driven sustainability transformation'}]","[{'objective': 1, 'alignment': 0.15, 'why': 'No evidence of industrial plant construction or project management expertise'}, {'objective': 2, 'alignment': 0.35, 'why': 'Corporate innovation experience may help with customer engagement strategy, but no B2B sales or construction chemicals sector expertise shown'}, {'objective': 3, 'alignment': 0.2, 'why': 'No evidence of technical recruiting expertise or materials science/process engineering domain knowledge'}]","['No evidence of industrial operations or plant construction experience', 'No evidence of B2B sales or customer acquisition in construction/materials sectors', 'No evidence of technical recruiting or talent acquisition expertise', 'Mentor profile lacks detail on hands-on operational or commercial experience']"
startup_010,MENTOR_018,0.48,0.65,"The mentor has strong operational and scaling expertise relevant to executing the demo plant build-out and managing customer conversion challenges. However, there is no evidence of deep technical expertise in materials science, process engineering, or cement/construction chemicals sectors that would directly support technical hiring or MoU negotiations in this specialized domain.","[{'from': 'mentor', 'quote': 'scaled fintech, agritech & deep tech startups'}, {'from': 'mentor', 'quote': 'Startup Scaling; Operations; GTM Strategy'}]","[{'objective': 1, 'alignment': 0.55, 'why': 'Operations expertise applicable to demo plant execution and timeline management'}, {'objective': 2, 'alignment': 0.5, 'why': 'GTM strategy experience relevant but lacks construction chemicals sector specificity'}, {'objective': 3, 'alignment': 0.35, 'why': 'General scaling experience but no evidence of technical recruiting in materials science or process engineering'}]","['No evidence of cement/construction materials industry experience', 'No indication of technical recruiting expertise in materials science or process engineering', 'Unclear if mentor has experience with capital-intensive manufacturing or demo plant builds']"
startup_010,MENTOR_019,0.42,0.55,"The mentor has climate tech expertise and fundraising experience relevant to Co-reactive's sector, but lacks demonstrated deep technical knowledge in materials science, process engineering, or industrial plant construction that would directly address the startup's current objectives around demo plant execution, technical hiring, and materials off-take agreements. The profile suggests general startup scaling and sustainability strategy support rather than hands-on operational or technical guidance for the specific challenges listed.","[{'from': 'mentor', 'quote': 'Climate Tech; Deep Tech; Data-Driven Sales'}, {'from': 'startup', 'quote': 'Executing the demonstration plant build-out on time and within budget despite possible delivery and scheduling challenges.'}]","[{'objective': 1, 'alignment': 0.25, 'why': 'No evidence of construction project management or industrial plant build-out expertise'}, {'objective': 2, 'alignment': 0.65, 'why': 'Data-driven sales experience could support converting customer interest into off-take agreements'}, {'objective': 3, 'alignment': 0.35, 'why': 'General startup scaling knowledge but no specific technical recruiting or materials science network indicated'}]","[""Mentor's specific experience with industrial demonstration plants or manufacturing scale-up"", ""Mentor's network or expertise in technical recruiting for materials scientists and process engineers"", ""Mentor's hands-on experience with construction chemicals sector or B2B materials off-take negotiations""]"
startup_010,MENTOR_020,0.42,0.65,"The mentor has climate tech investment expertise and board governance experience, which could help with customer negotiations and strategic guidance. However, there is no evidence of specific expertise in cement production, materials science, process engineering, construction chemicals, or demonstration plant execution—the core technical and operational challenges the startup faces now.","[{'from': 'mentor', 'quote': 'Climate Tech; Nuclear; Semiconductors; Industrial Tech'}, {'from': 'mentor', 'quote': 'Investment; Board Governance'}]","[{'objective': 1, 'alignment': 0.25, 'why': 'No evidence of construction project management or plant build-out expertise'}, {'objective': 2, 'alignment': 0.55, 'why': 'Investment and board experience may help with customer MoU negotiations and deal structuring'}, {'objective': 3, 'alignment': 0.35, 'why': 'General partner experience may help with CFO profile and senior hiring strategy, but no specific technical recruiting expertise shown'}]","['No specific experience in cement/construction materials sector', 'No evidence of demonstration plant or manufacturing scale-up experience', 'No technical recruiting expertise for materials scientists or process engineers', 'Mentor profile lacks detailed background beyond title and tags']"
startup_010,MENTOR_021,0.28,0.65,"The mentor's climate tech and sustainability strategy expertise provides general domain alignment with Co-reactive's decarbonization mission, but there is no evidence of specific capabilities in cement production, materials science, process engineering, construction chemicals customer development, or demonstration plant execution—the core current needs. The mentor's background in energy/utilities consulting and corporate innovation does not directly address the startup's immediate objectives of plant construction, materials off-take agreements, or technical hiring.","[{'from': 'mentor', 'quote': 'Global Head Climate Tech; ESG; Climate Tech; Sustainability Strategy'}, {'from': 'startup', 'quote': 'Begin the construction of the demo plant on January 12 and complete delivery of all components'}]","[{'objective': 1, 'alignment': 0.15, 'why': 'No evidence of demo plant construction or industrial project management expertise'}, {'objective': 2, 'alignment': 0.35, 'why': 'Corporate innovation experience may help with customer engagement strategy but lacks construction chemicals sector specificity'}, {'objective': 3, 'alignment': 0.25, 'why': 'No evidence of technical recruiting expertise for materials scientists or process engineers'}]","[""Mentor's specific experience with industrial demonstration plants or manufacturing scale-up"", ""Mentor's network or expertise in construction chemicals or cement industry customer development"", ""Mentor's track record in technical talent acquisition for deep-tech startups""]"
startup_010,MENTOR_022,0.28,0.65,"The mentor's expertise in energy policy and entrepreneurship leadership offers limited direct help with Co-reactive's immediate needs: demo plant construction execution, securing construction chemicals off-take agreements, and recruiting materials scientists/process engineers. While general entrepreneurial guidance may be valuable, there is insufficient evidence of hands-on experience with industrial plant build-outs, B2B sales in construction materials, or technical hiring in cement/materials science domains.","[{'from': 'mentor', 'quote': 'Director of Entrepreneurship & Innovation at École Polytechnique; former SATT President; energy policy expert'}, {'from': 'startup', 'quote': 'Executing the demonstration plant build-out on time and within budget despite possible delivery and scheduling challenges.'}]","[{'objective': 1, 'alignment': 0.2, 'why': 'No evidence of industrial construction or project management expertise for demo plant execution'}, {'objective': 2, 'alignment': 0.25, 'why': 'Energy policy background does not directly translate to B2B sales in construction chemicals sector'}, {'objective': 3, 'alignment': 0.4, 'why': 'Entrepreneurship leadership may help with general hiring strategy but lacks domain-specific technical recruiting experience'}]","['No evidence of industrial plant construction or operations experience', 'No indication of B2B sales or customer development expertise in materials/construction sectors', 'No demonstrated experience recruiting technical talent in materials science or process engineering']"
startup_010,MENTOR_023,0.28,0.75,"The mentor's finance and institutional client expertise offers limited direct help with Co-reactive's immediate needs: demo plant construction execution, materials off-take agreements in construction chemicals, and recruiting technical specialists. While financial leadership experience could tangentially support CFO hiring discussions, the mentor lacks demonstrated expertise in industrial operations, B2B sales in construction materials, or technical talent acquisition.","[{'from': 'startup', 'quote': 'Executing the demonstration plant build-out on time and within budget despite possible delivery and scheduling challenges.'}, {'from': 'mentor', 'quote': '35 years global finance leadership; former Amundi Global Head of Sales; ex-CEO SGAM Asia'}]","[{'objective': 1, 'alignment': 0.15, 'why': 'No demonstrated industrial project management or construction expertise'}, {'objective': 2, 'alignment': 0.25, 'why': 'Institutional sales experience not directly applicable to construction chemicals B2B'}, {'objective': 3, 'alignment': 0.45, 'why': 'Finance leadership could inform CFO profile preparation but not technical hiring'}]","['No evidence of industrial operations or manufacturing experience', 'No demonstrated expertise in construction materials or chemicals sector', 'No indication of technical talent recruitment capabilities']"
startup_010,MENTOR_024,0.12,0.85,"Insufficient info to assess fit. The mentor profile provides only academic affiliation (PhD Candidate at Carnegie Mellon) and CDL Fellow status, with no information about domain expertise, industry experience, or relevant skills. Cannot determine ability to help with demo plant construction, customer off-take agreements, or technical hiring.","[{'from': 'mentor', 'quote': 'PhD Candidate'}, {'from': 'startup', 'quote': 'Begin the construction of the demo plant on January 12'}]","[{'objective': 1, 'alignment': 0.1, 'why': 'No evidence of construction/engineering project management expertise'}, {'objective': 2, 'alignment': 0.15, 'why': 'No evidence of B2B sales or construction chemicals industry experience'}, {'objective': 3, 'alignment': 0.12, 'why': 'No evidence of technical recruiting or materials science network'}]","[""Mentor's research focus/dissertation topic"", ""Mentor's technical expertise areas"", ""Mentor's industry experience or connections"", ""Mentor's operational or commercial experience"", ""Mentor's network in materials science or process engineering""]"
startup_010,MENTOR_025,0.28,0.75,"The mentor's 30+ years of automotive leadership and joint venture management experience provides generic operational and strategic guidance, but lacks direct relevance to Co-reactive's immediate needs: cement production technology, construction chemicals customer negotiations, demonstration plant construction, and recruiting materials scientists/process engineers. The automotive/SDV focus does not align with cement decarbonization challenges.","[{'from': 'startup', 'quote': 'Sign an MoU with at least one of the four identified customers in the construction chemicals sector'}, {'from': 'mentor', 'quote': '30+ years automotive leadership; GM Canada & China; SDV transformation expert'}]","[{'objective': 1, 'alignment': 0.25, 'why': 'Generic project management experience, but no construction/plant build-out expertise'}, {'objective': 2, 'alignment': 0.35, 'why': 'Joint venture management may help with customer negotiations, but no construction chemicals sector experience'}, {'objective': 3, 'alignment': 0.2, 'why': 'Leadership hiring experience possible, but no materials science or process engineering domain knowledge'}]","['No evidence of cement/materials/chemical industry experience', 'No demonstration of construction project management or plant build-out expertise', 'No indication of technical recruiting experience in materials science or process engineering']"
startup_010,MENTOR_026,0.28,0.75,"The mentor's expertise in SaaS, robotics, and digital transformation shows minimal direct alignment with Co-reactive's immediate needs: constructing a physical demonstration plant for cement production, securing materials off-take agreements in construction chemicals, and hiring materials scientists/process engineers. While operations experience could offer generic project management insights, there is no evidence of relevant domain expertise in industrial manufacturing, cement/materials science, or construction chemicals sales.","[{'from': 'mentor', 'quote': 'SaaS; Robotics; Digital Transformation'}, {'from': 'startup', 'quote': 'Recruit a senior materials scientist and a process engineer'}]","[{'objective': 1, 'alignment': 0.25, 'why': 'Operations tag offers generic project management; no construction/manufacturing expertise evident'}, {'objective': 2, 'alignment': 0.2, 'why': 'No evidence of construction chemicals sector knowledge or B2B sales in industrial materials'}, {'objective': 3, 'alignment': 0.4, 'why': 'Founder experience may help with recruiting strategy, but no materials science/engineering domain expertise'}]","[""No details on mentor's operations experience scope or industry focus"", 'No evidence of industrial manufacturing, cement, or materials science background', 'No indication of B2B sales experience in construction or chemicals sectors']"
startup_010,MENTOR_027,0.28,0.75,"The mentor's background in industrial automation and experience as a former Siemens Executive Committee member provides generic operational and strategic insight, but lacks direct relevance to the startup's immediate needs: demo plant construction execution, securing construction chemicals off-take agreements, and recruiting materials scientists/process engineers. The M&A expertise is not aligned with current objectives focused on plant build-out and customer conversion.","[{'from': 'mentor', 'quote': 'Former Siemens Executive Committee; ex-McKinsey Global Director'}, {'from': 'startup', 'quote': 'Executing the demonstration plant build-out on time and within budget despite possible delivery and scheduling challenges.'}]","[{'objective': 1, 'alignment': 0.35, 'why': 'Industrial automation background may offer generic project management insight but no specific construction/plant build-out expertise'}, {'objective': 2, 'alignment': 0.2, 'why': 'No evident expertise in construction chemicals sector or materials off-take agreements'}, {'objective': 3, 'alignment': 0.25, 'why': 'Executive experience may help with CFO profile but no specific expertise in recruiting materials scientists or process engineers'}]","[""Mentor's specific experience with industrial plant construction or manufacturing scale-up"", ""Mentor's network or expertise in construction chemicals or cement industry"", ""Mentor's track record in technical talent recruitment for materials science roles""]"
startup_010,MENTOR_028,0.42,0.55,"The mentor has climate tech and deeptech venturing experience, which provides general domain alignment with Co-reactive's decarbonization mission. However, the profile lacks specific evidence of expertise in construction chemicals commercialization, industrial plant build-out execution, or technical hiring in materials science/process engineering—the three critical current objectives. The investment and consulting background may offer some value for off-take agreement structuring, but direct actionable expertise for the startup's immediate needs is not clearly demonstrated.","[{'from': 'mentor', 'quote': 'DeepTech & climate venturing leader'}, {'from': 'startup', 'quote': 'Converting customer interest into long-term off-take agreements while managing potential volume delivery limits.'}]","[{'objective': 1, 'alignment': 0.25, 'why': 'No evidence of industrial plant construction or project execution expertise'}, {'objective': 2, 'alignment': 0.55, 'why': 'Investment and consulting background may help with commercial agreement structuring'}, {'objective': 3, 'alignment': 0.3, 'why': 'No specific evidence of technical recruiting or materials science domain knowledge'}]","['No evidence of industrial plant build-out or project management experience', 'No specific expertise in construction chemicals or cement industry commercialization', 'No demonstrated experience in technical hiring for materials science or process engineering roles', 'Limited detail on consulting focus areas or investment sector specialization beyond general climate tech']"
startup_010,MENTOR_029,0.08,0.92,"The mentor's expertise in autonomous systems, safety assurance, EV, mobility, and government policy has no credible connection to Co-reactive's current objectives: constructing a cement mineralization demo plant, securing construction chemical customer off-take agreements, and hiring materials scientists/process engineers. Insufficient info to identify any actionable overlap with cement production decarbonization challenges.","[{'from': 'startup', 'quote': 'Begin the construction of the demo plant on January 12 and complete delivery of all components to the Düsseldorf site by January 31'}, {'from': 'mentor', 'quote': 'Autonomous Systems; Safety Assurance; EV; Mobility'}]","[{'objective': 1, 'alignment': 0.05, 'why': 'No expertise in industrial plant construction or cement production'}, {'objective': 2, 'alignment': 0.1, 'why': 'No background in construction chemicals or materials off-take agreements'}, {'objective': 3, 'alignment': 0.1, 'why': 'No demonstrated expertise in recruiting materials scientists or process engineers'}]","['Mentor profile lacks detail on industrial manufacturing, materials science, or construction sector experience', 'No evidence of expertise relevant to cement production, CO2 mineralization, or construction chemicals']"
startup_010,MENTOR_030,0.28,0.75,"The mentor's expertise in M&A, corporate restructuring, and investment banking may provide generic strategic and financial guidance, but shows no direct alignment with the startup's immediate technical needs (demo plant construction, materials science hiring, construction chemicals customer agreements). The mentor's background in fintech and data security is unrelated to cement decarbonization technology.","[{'from': 'startup', 'quote': 'Begin the construction of the demo plant on January 12 and complete delivery of all components to the Düsseldorf site by January 31'}, {'from': 'mentor', 'quote': 'Former Lazard & Goldman Sachs banker; ex-Citadel; Natixis executive'}]","[{'objective': 1, 'alignment': 0.15, 'why': 'No construction or industrial plant expertise evident'}, {'objective': 2, 'alignment': 0.35, 'why': 'M&A experience may help structure commercial agreements generically'}, {'objective': 3, 'alignment': 0.2, 'why': 'No materials science or technical recruiting background shown'}]","['No evidence of industrial/manufacturing operations experience', 'No materials science or cleantech domain expertise', 'No construction chemicals or cement industry knowledge', 'No technical hiring or process engineering background']"
startup_010,MENTOR_031,0.22,0.75,"The mentor's expertise in digital marketing, data-driven marketing, and UX does not directly address the startup's current critical needs: demo plant construction, securing long-term off-take agreements in construction chemicals, and recruiting senior technical roles (materials scientist, process engineer, CFO). While marketing expertise could generically support customer engagement, there is no evidence of relevant experience in B2B industrial sales, construction materials, or technical hiring for deep-tech manufacturing.","[{'from': 'startup', 'quote': 'Sign an MoU with at least one of the four identified customers in the construction chemicals sector'}, {'from': 'mentor', 'quote': '24+ years digital marketing; connected medical solutions specialist'}]","[{'objective': 1, 'alignment': 0.05, 'why': 'No construction, engineering, or project management expertise evident'}, {'objective': 2, 'alignment': 0.35, 'why': 'Marketing background may help customer engagement, but no B2B industrial sales experience shown'}, {'objective': 3, 'alignment': 0.1, 'why': 'No evidence of technical recruiting or CFO-level hiring expertise'}]","['No evidence of B2B industrial sales or construction chemicals sector experience', 'No evidence of technical hiring expertise for materials science or engineering roles', 'No evidence of project management or manufacturing operations experience']"
startup_010,MENTOR_032,0.42,0.55,"The mentor's expertise in fundraising (Raised £2bn+) and startup scaling provides some value for Co-reactive's growth trajectory, but there is insufficient evidence of direct expertise in construction chemicals customer negotiations, demonstration plant execution, or technical hiring in materials science/process engineering. The mentor's climate tech tag offers general domain alignment, but specific capabilities to address the current objectives and challenges are not clearly demonstrated in the provided profile.","[{'from': 'mentor', 'quote': 'Raised £2bn+; founder of Torvius; serial entrepreneur'}, {'from': 'startup', 'quote': 'Converting customer interest into long-term off-take agreements while managing potential volume delivery limits.'}]","[{'objective': 1, 'alignment': 0.25, 'why': 'No evidence of construction/plant execution expertise'}, {'objective': 2, 'alignment': 0.55, 'why': 'Startup scaling experience may help with customer negotiations'}, {'objective': 3, 'alignment': 0.35, 'why': 'General scaling knowledge but no specific technical hiring expertise shown'}]","[""Mentor's specific experience with B2B customer agreements or off-take contracts"", ""Mentor's experience with industrial plant construction or project management"", ""Mentor's network or expertise in technical hiring for materials science/engineering roles"", ""Detailed examples of mentor's climate tech or operational involvement""]"
startup_010,MENTOR_033,0.58,0.72,"Mentor has clean tech expertise and McKinsey partnership experience relevant to strategic customer agreements and operational execution, but lacks specific materials science or process engineering recruitment expertise. The policy/government advisory background offers limited direct help with current objectives focused on plant construction, customer MoUs, and technical hiring.","[{'from': 'mentor', 'quote': 'Former Global Head of Analysis at BNEF; ex-McKinsey Partner'}, {'from': 'startup', 'quote': 'Converting customer interest into long-term off-take agreements while managing potential volume delivery limits.'}]","[{'objective': 1, 'alignment': 0.45, 'why': 'McKinsey experience may help with project execution discipline, but no construction/engineering expertise evident'}, {'objective': 2, 'alignment': 0.75, 'why': 'BNEF and McKinsey background directly applicable to structuring commercial agreements and customer negotiations'}, {'objective': 3, 'alignment': 0.5, 'why': 'General advisory experience useful for leadership hiring strategy, but no specific technical recruitment expertise shown'}]","['No evidence of hands-on plant construction or engineering project management experience', 'No specific technical recruiting expertise for materials scientists or process engineers', ""Limited detail on mentor's direct involvement in clean tech operational execution""]"
startup_010,MENTOR_034,0.72,0.78,"The mentor's deep expertise in decarbonization, materials science, and direct experience as a DAC chemist at Climeworks provides strong credibility for advising on CO2 mineralization technology and materials qualification challenges. While the mentor can offer valuable technical guidance on demonstration plant execution and materials scientist recruitment, there is limited evidence of direct expertise in commercial off-take negotiations or construction project management.","[{'from': 'mentor', 'quote': 'former Climeworks DAC chemist; PhD EPFL'}, {'from': 'startup', 'quote': 'Hiring expert-level employees, particularly technical roles like materials scientists and process engineers'}]","[{'objective': 1, 'alignment': 0.55, 'why': 'Technical oversight possible but no construction/project management expertise evident'}, {'objective': 2, 'alignment': 0.65, 'why': 'VC experience may help with commercial strategy; limited direct sales evidence'}, {'objective': 3, 'alignment': 0.85, 'why': 'Strong network in materials science and decarbonization for technical recruitment'}]","['No evidence of construction/project management experience for demo plant build-out', 'Limited information on commercial negotiation or off-take agreement experience', ""No specific details on mentor's network in construction chemicals sector""]"
startup_011,MENTOR_001,0.42,0.7,"Mentor has strong legal and transactional expertise relevant to objective 2 (EU entity formation and governance) and some relevance to objective 1 (convertible note negotiation). However, mentor's domain is renewables/solar, not water treatment or PFAS remediation, limiting direct applicability to objective 3 (mobile decontamination cost modeling) and the startup's technical/regulatory challenges.","[{'from': 'mentor', 'quote': 'General Counsel for EMEA and Global Head of Transactions at Lightsource bp'}, {'from': 'startup', 'quote': 'Hold introductory calls with up to four firms to assess governance and IP-sharing considerations for US-EU collaboration'}]","[{'objective': 1, 'alignment': 0.35, 'why': 'Transactional experience may help with convertible note structure, but not specialized in early-stage bridge rounds'}, {'objective': 2, 'alignment': 0.75, 'why': 'Strong EMEA legal expertise and cross-border transaction experience directly relevant to US-EU entity formation and governance'}, {'objective': 3, 'alignment': 0.15, 'why': 'No evident expertise in water treatment operations, mobile service cost modeling, or PFAS remediation sector'}]","[""Mentor's specific experience with convertible notes or bridge financing unclear"", ""No information on mentor's familiarity with environmental/water treatment regulatory frameworks""]"
startup_011,MENTOR_002,0.28,0.72,"The mentor's sustainability and industrial operations background provides generic strategic context, but lacks direct expertise in the startup's three immediate needs: negotiating convertible note terms with internal investors, engaging Big Four firms for US-EU entity formation and IP governance, or developing cost models for mobile PFAS decontamination services. The mentor's board-level experience may offer high-level guidance on strategic funding challenges, but does not directly address the tactical financial structuring, legal entity formation, or operational cost modeling that constitute the current objectives.","[{'from': 'startup', 'quote': 'Negotiate terms with internal investors for convertible note as bridge round'}, {'from': 'mentor', 'quote': 'Board member of Anglo American and Capitals Coalition; former Chief Sustainability & Innovation Officer'}]","[{'objective': 1, 'alignment': 0.25, 'why': 'Board experience may inform bridge financing strategy but no direct convertible note expertise evident'}, {'objective': 2, 'alignment': 0.2, 'why': 'No evidence of Big Four engagement or US-EU entity formation experience in profile'}, {'objective': 3, 'alignment': 0.4, 'why': 'Operations management background could inform cost modeling, though not specific to mobile decontamination services'}]","['No evidence of fundraising or convertible note structuring experience', 'No indication of cross-border legal entity formation expertise', 'No specific water treatment, PFAS, or environmental services cost modeling experience']"
startup_011,MENTOR_003,0.42,0.55,"Mentor has relevant experience in sustainability/clean tech and strategic partnerships that could help with EU entity formation discussions and business model development. However, the profile lacks specific evidence of fundraising expertise for hard-tech bridge rounds or detailed knowledge of water treatment/PFAS regulatory landscapes, which are the startup's most urgent needs now.","[{'from': 'mentor', 'quote': '20+ years developing sustainable innovation'}, {'from': 'startup', 'quote': 'struggling to secure strategic funding for a priced round and has pivoted to raising an internal bridge round'}]","[{'objective': 1, 'alignment': 0.35, 'why': 'Investment experience listed but no specific bridge round or convertible note expertise shown'}, {'objective': 2, 'alignment': 0.55, 'why': 'Strategic partnerships and international business experience (sold to Screen Japan) relevant for US-EU collaboration'}, {'objective': 3, 'alignment': 0.45, 'why': 'Business development background applicable to service model development but no mobile services specifics'}]","['No evidence of convertible note or bridge financing expertise', 'No specific experience with Big 4 consulting firms or entity formation', 'No demonstrated knowledge of PFAS, water treatment, or environmental remediation markets', 'Insufficient detail on investment stage focus or hard-tech funding experience']"
startup_011,MENTOR_004,0.48,0.55,"The mentor has financial services and investment banking experience that could help with Objective 1 (convertible note negotiation), but lacks demonstrated expertise in EU entity formation, governance consulting, or operational cost modeling for mobile services. The profile is too generic to confirm strong alignment with the startup's most pressing needs around bridge financing structure, cross-border legal setup, and service cost benchmarking.","[{'from': 'mentor', 'quote': 'Financial services executive; venture capital, hedge funds, investment banking'}, {'from': 'startup', 'quote': 'Negotiate terms with internal investors for convertible note as bridge round'}]","[{'objective': 1, 'alignment': 0.65, 'why': 'Investment banking background relevant to convertible note structuring'}, {'objective': 2, 'alignment': 0.35, 'why': 'Board governance tag present but no EU entity or Big Four consulting expertise shown'}, {'objective': 3, 'alignment': 0.3, 'why': 'No evidence of operational cost modeling or mobile service benchmarking experience'}]","['No specific convertible note or bridge financing deal experience mentioned', 'No international entity formation or cross-border governance expertise detailed', 'No operational modeling or service pricing experience for hardware/cleantech services', 'Mentor bio and profile interview fields are empty']"
startup_011,MENTOR_005,0.28,0.45,"Mentor has policy influence and government advisory experience that could help navigate the fragmented US regulatory landscape mentioned in the CEO update. However, there is insufficient evidence of expertise in convertible note negotiations, EU entity formation, or cost modeling for mobile decontamination services—the three specific current objectives. The mentor's quantum and climate tech background provides weak general alignment but no clear actionable help for the immediate needs.","[{'from': 'startup', 'quote': 'The US regulatory landscape is fragmented and evolving, with a weaker push than initially projected'}, {'from': 'mentor', 'quote': 'Policy Influence; Government Advisory'}]","[{'objective': 1, 'alignment': 0.15, 'why': 'No evidence of fundraising or convertible note expertise'}, {'objective': 2, 'alignment': 0.2, 'why': 'No evidence of EU entity formation or Big Four advisory experience'}, {'objective': 3, 'alignment': 0.1, 'why': 'No evidence of cost modeling or mobile service operations expertise'}]","[""Mentor's specific experience with fundraising or bridge financing"", ""Mentor's experience with international entity formation or cross-border IP issues"", ""Mentor's experience with operational cost modeling or service business development"", ""Mentor's specific climate tech or water treatment domain expertise details""]"
startup_011,MENTOR_006,0.28,0.65,"The mentor's ESG and cleantech commercial development experience provides generic strategic context for a PFAS remediation company, but there is no evidence of expertise in convertible note negotiations, US-EU entity formation, or cost modeling for mobile decontamination services—the three specific objectives. The mentor's background is too high-level and lacks direct relevance to the startup's immediate tactical needs.","[{'from': 'mentor', 'quote': 'Cleantech Commercial Development'}, {'from': 'startup', 'quote': 'Negotiate terms with internal investors for convertible note as bridge round'}]","[{'objective': 1, 'alignment': 0.15, 'why': 'No evidence of fundraising or convertible note expertise'}, {'objective': 2, 'alignment': 0.2, 'why': 'No evidence of cross-border entity formation or governance expertise'}, {'objective': 3, 'alignment': 0.35, 'why': 'Cleantech commercial development may offer general context but no specific cost modeling expertise'}]","['No evidence of fundraising or financial structuring expertise', 'No evidence of international entity formation or legal/governance expertise', 'No evidence of operational cost modeling or mobile service deployment expertise']"
startup_011,MENTOR_007,0.68,0.75,"Mentor has strong strategic funding and scaling expertise relevant to Objective 1 (bridge round negotiation) and general climate-tech investment experience. However, lacks specific expertise in EU entity formation (Objective 2) or mobile service cost modeling (Objective 3). The mentor's background in hard-tech scaling and navigating long development timelines aligns well with Enspired's stated challenge of securing strategic funding in a sector at odds with traditional VC interests.","[{'from': 'startup', 'quote': 'struggling to secure strategic funding for a priced round and has pivoted to raising an internal bridge round'}, {'from': 'mentor', 'quote': 'Managing Director Breakthrough Energy Ventures Europe; acquired by Veolia for $350M'}]","[{'objective': 1, 'alignment': 0.75, 'why': 'Investment expertise and climate-tech funding experience directly relevant to bridge round negotiation'}, {'objective': 2, 'alignment': 0.45, 'why': 'General scaling experience but no specific EU entity formation or governance expertise evident'}, {'objective': 3, 'alignment': 0.55, 'why': 'Scaling and commercialization background applicable but no specific mobile service or cost modeling expertise'}]","[""Mentor's specific experience with convertible note structures"", ""Mentor's knowledge of EU regulatory/entity formation processes"", ""Mentor's experience with service-based business models or mobile operations""]"
startup_011,MENTOR_008,0.68,0.75,"Mentor has strong relevance for objectives 2 and 3 through 27 years at McKinsey with consulting expertise and sustainability focus, directly applicable to EU entity formation advisory and cost/staffing model development. However, lacks explicit fundraising or convertible note negotiation experience for objective 1, which is the most time-critical need.","[{'from': 'startup', 'quote': 'Hold introductory calls with up to four firms (potentially Deloitte, EY, PwC, and KPMG) by the end of February 2'}, {'from': 'mentor', 'quote': '27 years McKinsey Senior Partner; sustainability & industrial focus; advises European green tech investors'}]","[{'objective': 1, 'alignment': 0.45, 'why': 'No explicit fundraising or convertible note expertise mentioned'}, {'objective': 2, 'alignment': 0.85, 'why': 'McKinsey background ideal for evaluating Big 4 firms and EU governance considerations'}, {'objective': 3, 'alignment': 0.75, 'why': 'Consulting and industrial focus applicable to cost modeling and competitive benchmarking'}]","[""Mentor's specific experience with fundraising or investor negotiations unclear"", ""No detail on mentor's hands-on involvement with water treatment or PFAS sector""]"
startup_011,MENTOR_009,0.42,0.65,"The mentor has relevant experience in strategic IP management and startup scaling that could partially support Objective 2 (EU entity formation and IP-sharing considerations). However, their deep-tech semiconductor background does not align with water treatment/PFAS chemistry, and they lack demonstrated expertise in bridge financing (Objective 1) or cost modeling for mobile services (Objective 3). Insufficient detail in mentor profile limits confidence.","[{'from': 'startup', 'quote': 'assess governance and IP-sharing considerations for US-EU collaboration'}, {'from': 'mentor', 'quote': 'Strategic IP Management'}]","[{'objective': 1, 'alignment': 0.25, 'why': 'No evidence of convertible note or bridge financing expertise'}, {'objective': 2, 'alignment': 0.7, 'why': 'Strategic IP management and EU startup program experience relevant to governance/IP-sharing'}, {'objective': 3, 'alignment': 0.3, 'why': 'Startup scaling experience may offer general guidance but no specific cost modeling expertise'}]","[""Mentor's specific experience with international entity formation or cross-border IP structures"", ""Mentor's track record with early-stage financing or bridge rounds"", ""Mentor's familiarity with environmental/water treatment sector business models""]"
startup_011,MENTOR_010,0.42,0.65,"The mentor has clean technology investment experience and startup scaling expertise that could help with fundraising strategy (Objective 1), but lacks specific evidence of convertible note negotiation, international entity formation, or mobile service cost modeling expertise. The match is generic rather than directly addressing the startup's immediate operational needs.","[{'from': 'mentor', 'quote': 'Clean Technology'}, {'from': 'mentor', 'quote': 'Startup Scaling; Investment'}]","[{'objective': 1, 'alignment': 0.55, 'why': 'Investment experience relevant to fundraising, but no specific convertible note expertise shown'}, {'objective': 2, 'alignment': 0.25, 'why': 'No evidence of international entity formation or Big Four consulting firm engagement experience'}, {'objective': 3, 'alignment': 0.35, 'why': 'Startup scaling background may help with business modeling, but no mobile service or cost modeling specifics'}]","['No evidence of convertible note or bridge financing expertise', 'No evidence of international expansion or EU entity formation experience', 'No evidence of service business cost modeling or competitive benchmarking expertise', 'No evidence of water treatment or PFAS remediation domain knowledge']"
